etid,country,fine,controller_processor,article,violation_type,sector,summary,decision_date_imputed,decision_year,fine_cat,fine_cat2,mapping_key,country_label,violation_type_label,sector_label
ETid-627,NORWAY,100000.0,Asker Municipality,"Art. 5 GDPR, Art. 6 GDPR, Art. 32 (1) b) GDPR, Art. 24 GDPR",Insufficient technical and organisational measures to ensure information security,Public Sector and Education,"The Norwegian DPA (Datatilsynet) has fined the municipality of Asker EUR 100,000. On May 20, 2020, the DPA received a notice that the municipality had unlawfully published personal data on its website. On the website, users could view the names of documents that had previously been sent via the municipality's email distribution list. In addition to the names of the actual document, they also contained the names and dates of birth of 127 people, including children. Although the distribution lists were proofread daily by two people, the municipality had failed to detect the discrepancies. The Norwegian DPA concludes that the data breach occurred partly due to a lack of required routines for handling email lists.",No,2021,100000.0,8.0,NORWAY-2021,22,7,7
ETid-626,GREECE,2000.0,Candidate For Parliamentary Elections,"Art. 15 GDPR, Art. 11 Law 3471/2006",Insufficient fulfilment of data subjects rights,Public Sector and Education,"The Greek DPA (HDPA) has fined a parliamentary candidate EUR 2,000. The data subject had received a call from the controller on her private mobile number prior to the Greek parliamentary elections in July 2019. The call was made for the purpose of promoting the controller's candidacy. The data subject's inquiries regarding the use of her personal data were answered by the controller in a contradictory manner.",No,2021,2000.0,1.0,GREECE-2021,11,3,7
ETid-625,ITALY,45000.0,Istituti Ospedalieri Bergamaschi,"Art. 5 (1) a), f) GDPR, Art. 9 GDPR, Art. 32 GDPR",Insufficient technical and organisational measures to ensure information security,Health Care,"The Italian DPA (Garante) has imposed a fine of EUR 45,000 on Istituti ospedalieri bergamaschi. The DPA initiated an investigation against the controller after it reported a data breach to the DPA. A patient had mistakenly received medical records and clinical documentation from seven other patients in his digital medical record.",No,2021,45000.0,7.0,ITALY-2021,16,7,3
ETid-624,SPAIN,2400.0,Promotech Digital S.L.,Art. 21 GDPR,Insufficient fulfilment of data subjects rights,"Finance, Insurance and Consulting","The Spanish DPA (AEPD) has fined Promotech Digital S.L. EUR 2,400 for repeatedly sending the data subject advertising SMS, even though he never subscribed or agreed to receive SMS. Furthermore, the SMS did not offer a direct option to unsubscribe from the advertising. Instead, reference was made to the possibility of cancellation by e-mail. Even though the data subject had objected to receiving further SMS, he continued to receive SMS from the controller. The original fine of EUR 3,000 was reduced by 20% to EUR 2,400 due to immediate payment and acknowledgement of guilt.",No,2021,2400.0,2.0,SPAIN-2021,27,3,2
ETid-623,SPAIN,4000.0,Stockhunters S.L.,Art. 13 GDPR,Insufficient fulfilment of information obligations,"Finance, Insurance and Consulting","The Spanish DPA (AEPD) has imposed a fine of EUR 4,000 on Stockhunters S.L.. The controller was not able to answer the data subject's requests regarding the use of his personal data. In addition, the data protection policy of the controller's website did not comply with the provisions of Art. 13 GDPR. The data subject was therefore unsure of how his personal data was being used.",No,2021,4000.0,3.0,SPAIN-2021,27,4,2
ETid-622,SPAIN,3000.0,Electrotecnica Bastida S.L.,Art. 32 (1) GDPR,Insufficient technical and organisational measures to ensure information security,Industry and Commerce,"The Spanish DPA (AEPD) has fined Electrotecnica Bastida S.L. EUR 3,000. Police officers had found 29 envelopes addressed to the controllers' respective employees on a vacant lot in the local industrial area. Two envelopes had already been opened. The envelopes contained results of medical examinations. The AEPD considered this to be a breach of the controller's duty to implement adequate technical and organizational measures to protect the processing of personal data.",No,2021,3000.0,2.0,SPAIN-2021,27,7,5
ETid-621,SPAIN,3000.0,Kukimbia S.L.,Art. 32 (1) GDPR,Insufficient technical and organisational measures to ensure information security,Industry and Commerce,"The Spanish DPA (AEPD) has fined Kukimbia S.L. EUR 3,000. The controller is a company that stores, transports and distributes goods. Documents containing personal data about the controller's customers and suppliers were found freely accessible next to a trash can near one of the controller's warehouses. The DPA determined that the controller had violated Art. 32 GDPR.",No,2021,3000.0,2.0,SPAIN-2021,27,7,5
ETid-620,ITALY,4500000.0,Fastweb S.P.A.,"Art. 5 GDPR, Art. 6 GDPR, Art. 7 GDPR, Art. 12 GDPR, Art. 13 GDPR, Art. 21 GDPR, Art. 24 GDPR, Art. 25 GDPR, Art. 32 GPDR, Art. 33 (1) GDPR, Art. 34 (1) GDPR",Non-compliance with general data processing principles,"Media, Telecoms and Broadcasting","The Italian DPA (Garante) has fined Fastweb S.p.A. EUR 4,500,000 for aggressive telemarketing. Following a complex preliminary investigation launched after hundreds of reports and complaints from users, the DPA finds that the controller illegally processed the personal data of millions of users for telemarketing purposes.

Namely, the call centers working for Fastweb largely acted in disregard of data protection regulations. They often used telephone numbers for their calls that were not registered in the Italian register for communications operators (Registro degli Operatori di Comunicazione). 
Moreover, they processed contact data for promotions Fastweb had received from external partners without the data subjects having given valid consent for their data to be shared. 

In addition, many users reported being contacted by 'self-proclaimed Fastweb operators' who attempted to obtain contractors' identity documents via WhatsApp, likely for the purpose of spamming, phishing and other fraudulent activities. 

Other breaches involved procedures for the 'call me back' service that made it impossible for users to give free, specific and informed consent and to deactivate the service in an automated manner.",No,2021,4500000.0,9.0,ITALY-2021,16,8,6
ETid-619,ITALY,4000.0,"Ministero Dell’Istruzione, Ufficio Scolastico Regionale Per Il Lazio","Art. 5 (1) a) GDPR, Art. 6 GDPR, Art. 9 GDPR",Insufficient legal basis for data processing,Public Sector and Education,"The Italian DPA (Garante) has imposed a fine of EUR 4,000 on the Lazio Region School Authority. A parent had filed a complaint against the school authority for forwarding data of his disabled son to the Office of Public Administration. The data forwarded included, among other things, information about the child's health condition. The parent had previously complained of irregularities in the allocation of support hours for students with disabilities at the school I.C.G. Pitocco of Castelnuovo di Porto. The school authority had then transmitted the data in order to clarify the allegation. The DPA, however, found that the transfer had taken place without a legal basis.",No,2021,4000.0,3.0,ITALY-2021,16,6,7
ETid-618,ITALY,60000.0,Roma Servizi Per La Mobilita S.R.L.,Art. 32 GDPR,Insufficient technical and organisational measures to ensure information security,Public Sector and Education,"The Italian DPA (Garante) fined Roma Servizi per La Mobilita S.r.l. EUR 60,000 for failing to take adequate technical and organizational measures regarding the data of citizens who had obtained permits to access restricted traffic areas. The controller was acting as a processor for the city of Rome. As part of this activity, it processed the data of individuals who held permits for restricted traffic areas. The permits were verified by scanning QR codes located on badges affixed to windshields. This allowed city staff to verify in real time whether the particular vehicle was allowed to be in the zone and to whom the permit had been issued. However, according to the DPA, not only city staff, but anyone could scan the codes and access the information, as it only required an ordinary QR scanner. The information stored in the system, included, for example, the name of the user or the license plate number of the vehicle. The DPA notes that the controller did not analyze the risk associated with the data processing and, as a result, did not implement adequate measures to protect the processing.",No,2021,60000.0,7.0,ITALY-2021,16,7,7
ETid-617,ITALY,350000.0,Roma Capitale,"Art. 5 GDPR, Art. 6 GDPR, Art. 28 GDPR, Art. 32 GDPR",Insufficient technical and organisational measures to ensure information security,Public Sector and Education,"The Italian DPA (Garante) fined the city of Rome EUR 350,000 for failing to take adequate technical and organizational measures regarding the data of citizens who had obtained permits to access restricted traffic areas. The permits were verified by scanning QR codes located on badges affixed to windshields. This allowed city staff to verify in real time whether the particular vehicle was allowed to be in the zone and to whom the permit had been issued. However, according to the DPA, not only city staff, but anyone could scan the codes and access the information, as it only required an ordinary QR scanner. The information stored in the system, included, for example, the name of the user or the license plate number of the vehicle. In addition, the DPA found that the city of Rome had used the services of a provider for the hosting and maintenance of databases without a proper agreement as required by Art. 28 GDPR.",No,2021,350000.0,9.0,ITALY-2021,16,7,7
ETid-616,ITALY,20000.0,Gedi Gruppo Editoriale S.P.A.,Art. 5 (1) a) GDPR,Insufficient legal basis for data processing,"Media, Telecoms and Broadcasting","The Italian DPA (Garante) has fined Gedi Gruppo Editoriale S.p.A. 20,000 euros. The controller had published photos in its newspaper of people who were in custody in connection with a murder. The photos showed the accused in handcuffs and had been taken without their consent. Although some of the photos had been pixelated around the handcuffs, the faces of the defendants remained visible, allowing them to still be identified. The DPA had ordered the controller in advance to refrain from further use of these photos. The DPA imposed the fine because the controller had not complied with this order.",No,2021,20000.0,5.0,ITALY-2021,16,6,6
